Name,Gender,Age,Education_Level,Relationship_Status,Hometown,Unit,Decision_skill_possess,Time_of_service,Time_since_promotion,growth_rate,Travel_Rate,Post_Level,Pay_Scale,Compensation_and_Benefits,Work_Life_balance,VAR1,VAR2,VAR3,VAR4,VAR5,VAR6,VAR7,Burnout_rate
Resource 2198,M,39,2,Married,Washington,Purchasing,Analytical,12,4,71,1,3,7,type2,1,4,-0.1048,-0.4537,2,2,6,3,0.0578
Resource 2199,F,34,4,Single,Franklin,Logistics,Analytical,9,2,58,0,4,7,type2,2,3,0.7516,-0.4537,3,3,7,2,0.5313
Resource 2200,F,26,3,Married,Clinton,Logistics,Directive,4,1,36,0,1,7,type2,3,4,,-0.4537,2,3,5,3,0.0284
Resource 2201,M,60,5,Married,Springfield,Operarions,Directive,34,4,41,1,4,8,type2,2,3,-1.8176,-0.4537,2,3,6,4,0.0711
Resource 2202,M,53,3,Married,Franklin,Accounting and Finance,Analytical,18,4,31,1,1,8,type2,3,3,1.6081,0.7075,2,3,6,4,0.1719
Resource 2203,F,64,1,Single,Franklin,Operarions,Directive,37,1,69,0,4,6,type3,4,4,,-0.4537,2,2,7,4,0.0313
Resource 2204,M,56,3,Married,Lebanon,IT,Directive,19,1,44,1,4,1,type2,1,3,,0.7075,2,2,7,2,0.1166
Resource 2205,F,49,3,Single,Franklin,IT,Conceptual,13,2,21,1,3,4,type2,3,4,0.7516,-0.4537,2,4,8,3,0.1998
Resource 2206,M,19,4,Married,Lebanon,Human Resource Management,Behavioral,0,0,60,1,1,7,type3,1,3,1.6081,0.7075,3,1,6,1,0.2466
Resource 2207,F,26,3,Single,Lebanon,Marketing,Directive,3,2,58,1,3,4,type3,4,3,-0.1048,0.7075,2,4,8,5,0.0646
Resource 2208,M,54,3,Single,Lebanon,Logistics,Analytical,30,3,36,1,5,8,type2,1,4,-0.9612,-0.4537,2,2,8,2,0.0487
Resource 2209,M,47,2,Married,Washington,Sales,Behavioral,23,3,40,2,1,4,type3,2,2,0.7516,-2.7762,1,2,6,3,0.3543
Resource 2210,F,34,2,Married,Franklin,Operarions,Conceptual,8,4,29,2,4,6,type2,1,3,0.7516,1.8688,2,1,8,4,0.1422
Resource 2211,F,36,2,Single,Washington,R&D,Conceptual,9,1,20,0,3,6,type2,3,3,-0.1048,1.8688,3,4,8,4,0.0714
Resource 2212,F,,3,Married,Franklin,IT,Behavioral,31,4,48,1,3,8,type3,4,3,0.7516,-0.4537,2,3,7,3,0.0456
Resource 2213,M,31,1,Married,Franklin,IT,Directive,6,4,60,1,1,4,type2,3,3,,-0.4537,3,3,5,3,0.7941
Resource 2214,M,48,1,Single,Lebanon,Production,Directive,18,3,26,0,3,2,type3,1,3,-0.9612,0.7075,2,2,8,3,0.6074
Resource 2215,F,,4,Married,Washington,Marketing,Directive,5,3,68,2,3,4,type3,2,3,-0.9612,-0.4537,2,3,7,3,0.1065
Resource 2216,M,65,5,Married,Clinton,Purchasing,Directive,39,3,37,0,1,5,type2,2,3,1.6081,-0.4537,1,3,5,3,0.173
Resource 2217,F,41,4,Single,Franklin,Production,Conceptual,18,3,30,1,2,6,type2,4,3,-1.8176,-0.4537,2,4,5,3,0.0079
Resource 2218,F,62,4,Married,Springfield,IT,Directive,39,3,71,1,2,7,type3,4,3,0.7516,0.7075,2,3,9,3,0.1539
Resource 2219,F,55,4,Single,Lebanon,Production,Conceptual,23,1,34,1,5,8,type2,3,3,-0.1048,0.7075,2,2,8,3,0.487
Resource 2220,F,44,3,Single,Washington,Accounting and Finance,Directive,8,2,33,2,3,5,type2,2,3,1.6081,1.8688,2,3,6,3,0.1491
Resource 2221,F,42,3,Married,Washington,Marketing,Conceptual,3,3,61,1,5,5,type2,1,3,-0.1048,-0.4537,,2,8,1,0.1603
Resource 2222,M,20,3,Married,Springfield,Operarions,Analytical,1,1,67,0,3,5,type3,3,1,-0.9612,-0.4537,2,1,8,3,0.1455
Resource 2223,F,34,5,Married,Clinton,Human Resource Management,Analytical,8,3,68,1,2,4,type2,4,4,0.7516,0.7075,2,4,6,3,0.0025
Resource 2224,F,65,1,Married,Springfield,Sales,Analytical,42,1,70,2,5,7,type2,1,3,-0.1048,0.7075,2,2,5,3,0.1335
Resource 2225,F,20,2,Married,Washington,Human Resource Management,Conceptual,1,1,36,0,3,5,type2,4,4,,0.7075,2,3,5,3,0.2733
Resource 2226,F,28,1,Married,Springfield,Sales,Conceptual,4,2,61,0,2,6,type3,1,3,0.7516,0.7075,1,2,9,3,0.1639
Resource 2227,M,25,3,Married,Washington,IT,Behavioral,6,4,58,0,2,2,type2,1,4,0.7516,0.7075,2,2,9,4,0.1652
Resource 2228,M,37,3,Single,Springfield,Purchasing,Directive,13,3,36,1,4,8,type2,2,1,0.7516,-0.4537,1,4,5,3,0.0956
Resource 2229,M,60,4,Married,Springfield,Production,Directive,38,1,72,0,3,5,type3,1,3,-1.8176,-0.4537,2,2,6,5,0.0751
Resource 2230,F,22,4,Married,Lebanon,Security,Conceptual,3,3,55,1,2,6,type3,1,4,-0.1048,-1.615,2,2,7,4,0.0389
Resource 2231,M,37,4,Single,Springfield,Human Resource Management,Analytical,12,2,69,0,1,7,type3,2,3,-1.8176,-0.4537,2,1,5,4,0.104
Resource 2232,F,35,3,Married,Springfield,Operarions,Behavioral,8,3,33,1,3,5,type2,2,3,1.6081,-0.4537,1,4,7,4,0.2759
Resource 2233,M,27,4,Married,Franklin,Sales,Directive,4,2,68,1,2,3,type2,3,3,,-0.4537,2,3,8,3,0.1514
Resource 2234,M,,2,Married,Lebanon,Production,Conceptual,4,2,73,1,3,6,type1,2,4,-0.1048,0.7075,,2,9,3,0.1734
Resource 2235,F,53,3,Married,Lebanon,Logistics,Conceptual,26,3,60,2,3,5,type2,4,3,0.7516,0.7075,3,3,9,3,0.0792
Resource 2236,F,62,3,Married,Lebanon,Accounting and Finance,Conceptual,26,2,42,1,2,8,type2,1,2,0.7516,0.7075,2,4,8,1,0.3486
Resource 2237,M,21,3,Married,Lebanon,Sales,Conceptual,2,1,62,0,4,8,type2,4,3,0.7516,0.7075,,4,9,5,0.0634
Resource 2238,F,54,5,Married,Lebanon,R&D,Conceptual,32,1,66,1,3,4,type2,4,3,-0.9612,-0.4537,1,3,6,2,0.9242
Resource 2239,F,25,3,Married,Springfield,IT,Conceptual,6,4,61,1,1,2,type3,1,3,-0.1048,0.7075,2,3,9,2,0.144
Resource 2240,F,32,4,Married,Franklin,R&D,Directive,3,3,31,0,3,4,type2,1,3,0.7516,-0.4537,1,3,7,4,0.8953
Resource 2241,F,19,4,Single,Franklin,Logistics,Directive,0,0,71,1,3,5,type2,2,4,-0.9612,0.7075,1,3,6,4,0.0891
Resource 2242,F,32,5,Married,Lebanon,Human Resource Management,Directive,9,3,20,2,3,4,type2,4,3,0.7516,0.7075,2,3,8,5,0.0761
Resource 2243,F,45,4,Married,Washington,Purchasing,Directive,14,4,44,0,1,6,type2,2,3,0.7516,-1.615,2,2,8,4,0.1221
Resource 2244,F,29,4,Married,Lebanon,Accounting and Finance,Conceptual,5,3,33,0,1,5,type2,1,5,0.7516,-0.4537,,4,9,4,0.0472
Resource 2245,F,59,1,Married,Springfield,Human Resource Management,Behavioral,29,2,70,1,2,6,type2,4,1,-0.1048,1.8688,,4,7,3,0.2221
Resource 2246,M,55,3,Married,Lebanon,IT,Analytical,18,4,46,0,4,2,type2,3,4,-0.9612,0.7075,2,3,7,4,0.0147
Resource 2247,F,,2,Married,Springfield,Sales,Conceptual,16,1,69,0,3,6,type2,1,3,1.6081,-0.4537,1,2,6,3,0.2333
Resource 2248,M,63,3,Married,Springfield,Operarions,Directive,31,2,24,1,4,9,type3,4,3,-0.1048,0.7075,2,1,8,5,0.8728
Resource 2249,F,60,5,Married,Franklin,IT,Analytical,24,2,64,1,3,2,type2,1,2,-0.9612,-0.4537,1,3,8,4,0.2653
Resource 2250,F,25,4,Married,Springfield,R&D,Behavioral,6,3,51,2,2,8,type2,2,4,-0.1048,-0.4537,2,3,5,3,0.0986
Resource 2251,F,52,1,Single,Springfield,Logistics,Behavioral,27,4,29,1,3,2,type3,1,2,,0.7075,2,2,8,3,0.0041
Resource 2252,F,46,3,Single,Franklin,Security,Directive,9,1,29,1,1,2,type3,4,5,-0.1048,0.7075,,3,5,3,0.1278
Resource 2253,F,47,3,Married,Washington,IT,Behavioral,13,2,44,1,1,2,type2,1,3,-1.8176,-0.4537,1,3,5,3,0.1623
Resource 2254,M,45,3,Single,Lebanon,Marketing,Behavioral,19,1,51,0,4,4,type3,1,3,-0.1048,-1.615,2,2,5,5,0.2898
Resource 2255,F,31,3,Single,Franklin,Sales,Directive,4,3,53,1,3,4,type3,3,3,-0.1048,-0.4537,2,2,6,3,0.0463
Resource 2256,F,64,1,Married,Lebanon,IT,Directive,25,1,58,0,3,7,type2,2,3,-1.8176,-2.7762,,1,5,4,0.0696
Resource 2257,M,45,1,Married,Franklin,IT,Behavioral,20,1,40,1,3,6,type2,4,1,-1.8176,-0.4537,2,1,7,4,0.3473
Resource 2258,M,36,4,Single,Lebanon,Logistics,Analytical,7,1,53,0,2,7,type2,1,4,0.7516,-0.4537,2,2,8,3,0.2609
Resource 2259,M,32,4,Married,Franklin,Accounting and Finance,Analytical,5,1,34,0,3,7,type3,2,3,0.7516,0.7075,2,4,8,3,0.0434
Resource 2260,F,25,4,Single,Springfield,Logistics,Behavioral,6,4,40,0,4,3,type3,2,3,-0.1048,-1.615,2,2,5,3,0.1121
Resource 2261,F,60,3,Married,Lebanon,Human Resource Management,Conceptual,38,3,26,1,1,5,type2,4,4,-0.9612,-0.4537,2,2,8,2,0.0434
Resource 2262,F,58,1,Single,Franklin,Logistics,Conceptual,30,4,72,1,3,6,type3,4,3,-0.1048,-0.4537,2,3,7,5,0.42
Resource 2263,M,31,2,Married,Franklin,Sales,Conceptual,8,3,24,1,2,9,type3,1,2,0.7516,-1.615,1,3,9,5,0.096
Resource 2264,M,45,4,Married,Clinton,IT,Analytical,10,1,63,0,2,4,type2,2,3,-0.1048,-0.4537,2,2,7,1,0.1736
Resource 2265,F,34,3,Married,Lebanon,Sales,Analytical,11,4,39,1,2,8,type4,3,2,0.7516,0.7075,2,4,8,3,0.1048
Resource 2266,F,31,1,Single,Washington,Purchasing,Analytical,8,2,68,0,4,10,type1,3,2,0.7516,-0.4537,2,3,7,3,0.2728
Resource 2267,M,64,3,Married,Lebanon,IT,Behavioral,39,4,57,1,5,8,type3,3,3,,-0.4537,2,2,5,1,0.2751
Resource 2268,M,30,3,Married,Springfield,Human Resource Management,Conceptual,6,2,73,0,1,5,type2,2,4,-0.1048,0.7075,2,2,8,4,0.0622
Resource 2269,F,54,4,Single,Lebanon,Human Resource Management,Conceptual,28,3,52,2,1,7,type4,5,3,-1.8176,0.7075,2,5,8,3,0.245
Resource 2270,F,26,3,Married,Lebanon,R&D,Conceptual,4,4,40,1,2,6,type3,1,2,-0.9612,0.7075,2,3,7,5,0.1611
Resource 2271,F,57,3,Single,Franklin,IT,Conceptual,35,1,22,1,1,8,type2,1,4,-0.9612,0.7075,2,2,7,3,0.0198
Resource 2272,M,42,3,Single,Washington,Human Resource Management,Analytical,,2,58,0,1,5,type3,4,4,-0.9612,-0.4537,2,2,6,3,0.8351
Resource 2273,M,45,4,Single,Springfield,IT,Conceptual,16,4,24,1,4,8,type2,4,3,0.7516,-0.4537,2,2,6,3,0.0324
Resource 2274,F,,5,Single,Lebanon,R&D,Behavioral,16,3,71,0,4,5,type3,1,3,0.7516,0.7075,3,3,9,3,0.1184
Resource 2275,F,41,2,Married,Lebanon,Sales,Directive,14,3,30,1,1,6,type3,2,4,0.7516,-2.7762,2,4,8,5,0.1468
Resource 2276,M,64,4,Married,Franklin,Sales,Behavioral,39,2,43,0,4,8,type2,3,3,0.7516,1.8688,2,3,7,4,0.1098
Resource 2277,M,52,4,Married,Franklin,Logistics,Behavioral,16,3,36,1,3,5,type2,4,3,-0.9612,-0.4537,1,3,6,3,0.1997
Resource 2278,M,52,5,Single,Franklin,IT,Analytical,19,1,58,2,3,8,type2,1,3,-0.9612,-2.7762,2,5,7,5,0.1639
Resource 2279,M,43,3,Single,Lebanon,Accounting and Finance,Directive,12,1,50,2,3,2,type2,2,3,0.7516,-0.4537,2,2,8,5,0.599
Resource 2280,M,20,3,Married,Clinton,IT,Conceptual,1,1,53,1,5,3,type3,1,1,0.7516,-0.4537,2,2,6,5,0.2306
Resource 2281,M,60,2,Single,Lebanon,Logistics,Directive,25,3,41,1,3,10,type2,2,3,0.7516,-2.7762,2,3,7,3,0.2998
Resource 2282,M,52,5,Married,Springfield,IT,Conceptual,22,1,27,1,1,6,type2,2,3,-0.1048,0.7075,2,4,6,3,0.0061
Resource 2283,F,22,4,Married,Franklin,Sales,Conceptual,3,1,54,0,4,6,type2,3,4,-0.9612,-1.615,1,4,7,2,0.1779
Resource 2284,F,43,3,Single,Springfield,IT,Directive,4,3,61,0,1,4,type2,1,4,0.7516,1.8688,1,4,8,3,0.1039
Resource 2285,F,22,2,Married,Lebanon,Quality,Directive,3,3,45,1,4,5,type3,1,3,-0.9612,-0.4537,2,2,6,4,0.1967
Resource 2286,M,57,1,Single,Springfield,Marketing,Analytical,31,2,23,1,2,9,type2,3,4,-0.1048,-2.7762,,1,5,4,0.071
Resource 2287,F,50,3,Married,Franklin,Logistics,Behavioral,22,1,63,0,2,8,type2,3,3,,-0.4537,2,2,5,3,0.0035
Resource 2288,M,,4,Married,Franklin,Purchasing,Behavioral,38,4,55,1,3,8,type2,1,3,-1.8176,-1.615,2,3,7,5,0.1246
Resource 2289,F,51,3,Married,Springfield,Sales,Directive,14,4,39,0,1,1,type2,3,5,-0.9612,1.8688,2,1,8,4,0.0201
Resource 2290,F,24,3,Married,Franklin,Logistics,Behavioral,5,4,50,1,4,5,type3,2,3,-1.8176,-0.4537,,3,8,3,0.0947
Resource 2291,M,,5,Married,Clinton,IT,Directive,5,1,37,1,1,8,type4,3,4,0.7516,-1.615,1,2,9,3,0.2533
Resource 2292,F,54,4,Single,Clinton,IT,Directive,31,2,61,0,1,9,type2,3,3,0.7516,0.7075,2,4,6,3,0.0488
Resource 2293,F,52,4,Married,Franklin,R&D,Behavioral,23,3,48,0,1,10,type2,1,2,-0.1048,-0.4537,2,3,8,3,0.2698
Resource 2294,M,25,2,Single,Washington,Human Resource Management,Directive,,3,42,2,5,4,type2,3,3,-0.9612,0.7075,2,4,5,5,0.1093
Resource 2295,F,25,3,Single,Lebanon,Human Resource Management,Behavioral,6,3,51,0,3,5,type2,3,3,-0.1048,-0.4537,2,4,6,4,0.0867
Resource 2296,M,32,4,Married,Lebanon,R&D,Directive,8,1,63,1,5,6,type2,3,3,0.7516,-0.4537,2,4,8,3,0.1516
Resource 2297,F,37,4,Married,Springfield,IT,Directive,13,2,64,1,2,6,type3,3,1,0.7516,0.7075,2,4,7,4,0.2594
Resource 2298,M,36,3,Married,Franklin,Logistics,Behavioral,8,4,27,1,3,6,type2,2,3,-0.1048,0.7075,2,3,7,3,0.2536
Resource 2299,M,31,3,Married,Washington,Purchasing,Directive,3,2,61,1,3,6,type1,1,3,,-0.4537,2,3,8,3,0.1394
Resource 2300,M,29,5,Single,Franklin,Logistics,Analytical,5,1,48,2,3,7,type2,2,2,0.7516,0.7075,2,3,8,3,0.2255
Resource 2301,F,25,3,Married,Lebanon,Quality,Conceptual,6,3,47,0,2,8,type3,1,5,-1.8176,0.7075,,4,7,3,0.0227
Resource 2302,F,,2,Married,Springfield,IT,Directive,11,4,41,1,3,3,type2,3,3,-0.1048,0.7075,,2,5,4,0.2856
Resource 2303,F,51,4,Single,Clinton,IT,Analytical,20,1,32,1,2,8,type3,1,4,-0.1048,-0.4537,2,1,7,4,0.0438
Resource 2304,F,36,1,Single,Franklin,Operarions,Behavioral,13,1,62,0,1,2,type3,2,2,-1.8176,0.7075,,2,8,2,0.1556
Resource 2305,F,23,5,Married,Franklin,Accounting and Finance,Directive,4,1,32,0,3,2,type2,3,3,-0.9612,-0.4537,,4,5,3,0.2398
Resource 2306,M,20,4,Married,Franklin,Sales,Conceptual,1,1,35,1,1,9,type3,3,3,-0.1048,0.7075,1,3,5,4,0.1642
Resource 2307,F,59,3,Married,Franklin,Marketing,Conceptual,21,3,32,1,3,6,type2,2,4,0.7516,-0.4537,2,4,8,3,0.5283
Resource 2308,M,26,2,Married,Franklin,Operarions,Conceptual,2,1,71,1,3,4,type2,3,3,-0.9612,0.7075,,3,5,5,0.2642
Resource 2309,F,58,3,Married,Lebanon,IT,Directive,22,2,56,1,2,2,type3,4,3,0.7516,-0.4537,,1,8,3,0.1804
Resource 2310,F,35,2,Single,Washington,Purchasing,Conceptual,11,3,56,2,3,6,type2,2,2,-1.8176,1.8688,1,4,8,3,0.0238
Resource 2311,F,38,3,Single,Clinton,IT,Conceptual,9,4,20,2,4,4,type3,2,4,-0.1048,0.7075,1,4,6,3,0.2369
Resource 2312,M,23,2,Married,Franklin,IT,Behavioral,4,4,56,0,1,7,type2,2,4,-0.1048,0.7075,2,4,5,5,0.0381
Resource 2313,F,,3,Married,Springfield,Logistics,Conceptual,2,2,58,1,2,6,type3,4,2,0.7516,1.8688,2,2,6,3,0.4673
Resource 2314,M,31,4,Married,Clinton,Purchasing,Directive,9,2,70,0,4,8,type2,1,3,-0.1048,-0.4537,2,2,6,4,0.065
Resource 2315,F,47,3,Married,Springfield,Human Resource Management,Directive,8,2,35,2,3,10,type2,2,3,-0.9612,-0.4537,,4,5,3,0.1794
Resource 2316,F,42,4,Single,Franklin,Sales,Conceptual,6,1,55,0,4,8,type3,2,3,-0.1048,0.7075,2,2,8,4,0.1255
Resource 2317,F,27,4,Married,Franklin,Logistics,Directive,3,1,65,1,3,10,type3,4,3,0.7516,-2.7762,2,3,8,3,0.058
Resource 2318,F,21,4,Married,Lebanon,Human Resource Management,Behavioral,2,2,46,1,3,8,type2,2,2,0.7516,-0.4537,2,3,8,3,0.1282
Resource 2319,M,31,5,Married,Clinton,Marketing,Behavioral,9,4,71,1,4,8,type3,2,3,-0.1048,1.8688,1,3,8,4,0.0968
Resource 2320,F,31,4,Married,Clinton,Operarions,Conceptual,8,3,65,1,2,7,type1,2,3,-1.8176,-0.4537,1,1,6,3,0.1042
Resource 2321,F,52,3,Married,Springfield,Marketing,Analytical,29,2,56,1,1,1,type3,3,3,0.7516,1.8688,2,3,8,3,0.1077
Resource 2322,F,57,3,Single,Springfield,Operarions,Directive,18,3,51,1,2,10,type3,3,3,-0.1048,-0.4537,2,3,7,4,0.0886
Resource 2323,F,54,3,Married,Clinton,Quality,Behavioral,18,2,50,0,3,5,type3,3,4,0.7516,-1.615,1,4,7,5,0.1793
Resource 2324,F,20,3,Married,Franklin,Operarions,Conceptual,1,1,20,0,2,5,type3,2,3,0.7516,-0.4537,,2,8,3,0.1832
Resource 2325,M,63,3,Married,Lebanon,Sales,Conceptual,27,2,64,1,5,6,type2,2,3,-1.8176,0.7075,1,3,9,1,0.1353
Resource 2326,M,47,3,Married,Lebanon,IT,Behavioral,15,4,20,2,3,5,type3,3,3,-0.1048,-0.4537,2,3,7,4,0.2746
Resource 2327,F,54,4,Married,Lebanon,R&D,Conceptual,17,1,25,1,2,5,type3,3,3,,0.7075,2,4,7,3,0.1615
Resource 2328,F,29,1,Married,Springfield,IT,Directive,5,2,53,0,3,9,type3,1,3,0.7516,-0.4537,3,4,7,3,0.0431
Resource 2329,F,25,3,Married,Springfield,Human Resource Management,Directive,6,2,60,1,2,6,type2,2,3,-0.1048,0.7075,1,3,8,4,0.2138
Resource 2330,F,50,3,Married,Franklin,IT,Analytical,13,2,36,1,2,8,type3,2,3,0.7516,0.7075,1,2,7,2,0.0886
Resource 2331,M,37,1,Married,Washington,Operarions,Directive,9,2,61,2,2,6,type2,3,4,-0.9612,-0.4537,3,3,8,4,0.0659
Resource 2332,F,62,3,Married,Washington,Operarions,Conceptual,24,2,72,1,1,8,type3,2,3,0.7516,0.7075,2,2,8,2,0.1044
Resource 2333,F,26,4,Married,Springfield,IT,Analytical,2,2,32,1,5,9,type3,4,3,-0.1048,0.7075,1,4,7,4,0.0824
Resource 2334,M,30,4,Married,Springfield,IT,Analytical,6,1,22,1,1,6,type3,1,3,-0.1048,-0.4537,2,3,6,3,0.1663
Resource 2335,F,62,3,Married,Springfield,Operarions,Conceptual,39,1,64,1,2,8,type2,1,3,,0.7075,1,1,8,3,0.1117
Resource 2336,F,26,4,Married,Springfield,R&D,Analytical,3,1,39,0,3,3,type2,1,2,0.7516,-0.4537,1,3,7,4,0.7161
Resource 2337,F,38,4,Single,Springfield,Security,Directive,13,3,49,1,3,7,type3,2,3,-0.1048,0.7075,2,4,9,4,0.1372
Resource 2338,F,22,3,Married,Springfield,Logistics,Behavioral,3,2,50,2,4,4,type3,1,3,-0.1048,0.7075,,2,6,3,0.1538
Resource 2339,F,,3,Single,Lebanon,Purchasing,Directive,11,4,64,0,4,6,type2,2,4,,1.8688,2,2,7,3,0.1147
Resource 2340,F,25,3,Married,Lebanon,Sales,Analytical,6,4,52,1,4,5,type3,1,2,-0.1048,-0.4537,2,3,8,2,0.4466
Resource 2341,M,24,4,Single,Lebanon,R&D,Behavioral,5,1,64,0,5,8,type3,2,4,,0.7075,2,4,8,4,0.0444
Resource 2342,F,36,3,Married,Lebanon,IT,Behavioral,13,2,24,0,3,8,type2,1,2,0.7516,0.7075,,3,8,3,0.0054
Resource 2343,F,19,4,Married,Franklin,Quality,Analytical,0,0,29,2,4,9,type2,4,5,-0.1048,-0.4537,2,3,8,3,0.0138
Resource 2344,F,32,3,Single,Washington,Accounting and Finance,Directive,6,2,35,0,3,7,type2,2,3,,-1.615,,3,6,3,0.2702
Resource 2345,F,54,2,Married,Lebanon,Operarions,Analytical,21,3,71,2,2,7,type3,3,3,1.6081,1.8688,2,2,8,3,0.2164
Resource 2346,F,55,2,Married,Washington,IT,Analytical,18,3,24,0,2,2,type2,3,3,-0.1048,0.7075,2,5,8,4,0.0274
Resource 2347,F,29,5,Married,Franklin,Logistics,Conceptual,6,4,55,0,5,6,type0,4,3,0.7516,-2.7762,1,2,6,4,0.1283
Resource 2348,M,26,1,Married,Franklin,Accounting and Finance,Analytical,2,1,64,1,3,6,type2,3,4,1.6081,-0.4537,3,2,7,3,0.014
Resource 2349,F,24,4,Single,Washington,R&D,Analytical,5,1,30,0,3,8,type2,1,2,-0.1048,0.7075,2,4,8,1,0.1401
Resource 2350,M,29,3,Married,Springfield,R&D,Behavioral,5,3,28,1,3,8,type3,2,2,-0.9612,-0.4537,2,4,5,5,0.2443
Resource 2351,F,,1,Married,Lebanon,Logistics,Analytical,29,2,70,1,2,5,type2,1,4,-0.1048,-0.4537,,4,7,2,0.2297
Resource 2352,F,54,3,Married,Franklin,Sales,Behavioral,31,3,48,0,2,4,type2,4,5,-0.1048,0.7075,1,3,6,3,0.1225
Resource 2353,F,50,2,Married,Franklin,Sales,Behavioral,24,3,60,1,3,4,type2,1,3,0.7516,1.8688,2,3,8,3,0.0319
Resource 2354,F,51,2,Married,Clinton,Logistics,Analytical,21,4,53,1,5,8,type3,3,3,-0.1048,-0.4537,2,2,8,4,0.3993
Resource 2355,F,25,2,Married,Franklin,Operarions,Analytical,6,4,68,1,3,4,type3,2,3,1.6081,-0.4537,2,4,8,3,0.6471
Resource 2356,M,33,2,Single,Washington,Accounting and Finance,Analytical,6,1,46,1,4,4,type2,1,1,,0.7075,1,1,5,3,0.159
Resource 2357,M,48,1,Married,Lebanon,Marketing,Behavioral,10,2,67,0,2,5,type3,3,2,0.7516,-0.4537,2,3,8,2,0.6289
Resource 2358,F,,5,Single,Lebanon,Sales,Directive,5,4,26,2,4,3,type2,3,3,0.7516,0.7075,2,3,8,3,0.3181
Resource 2359,F,41,5,Married,Springfield,Sales,Behavioral,5,1,36,1,4,9,type2,1,1,0.7516,-0.4537,2,2,5,3,0.0278
Resource 2360,M,,4,Single,Springfield,R&D,Analytical,5,2,62,0,3,6,type3,3,3,0.7516,-0.4537,1,3,5,4,0.1079
Resource 2361,M,34,3,Married,Springfield,Logistics,Conceptual,11,3,26,0,4,6,type3,4,4,0.7516,-1.615,2,3,8,3,0.1299
Resource 2362,F,32,2,Single,Clinton,Sales,Behavioral,8,1,49,1,3,5,type2,2,5,-1.8176,-0.4537,2,4,8,3,0.0125
Resource 2363,F,42,1,Single,Springfield,R&D,Conceptual,19,3,31,1,1,9,type3,1,3,0.7516,-1.615,2,4,8,3,0.119
Resource 2364,F,25,5,Married,Springfield,Sales,Behavioral,6,2,31,1,3,8,type3,2,5,0.7516,-0.4537,2,5,6,4,0.0247
Resource 2365,F,33,4,Married,Franklin,Logistics,Analytical,10,4,25,1,3,7,type3,2,2,-1.8176,-0.4537,2,3,8,1,0.2464
Resource 2366,F,,4,Single,Clinton,Marketing,Conceptual,5,3,25,0,4,4,type2,4,4,0.7516,-0.4537,2,3,8,3,0.1275
Resource 2367,F,25,2,Single,Lebanon,Production,Directive,6,3,59,0,3,6,type2,2,2,-0.9612,0.7075,2,3,9,3,0.0406
Resource 2368,M,26,3,Single,Franklin,Marketing,Conceptual,2,2,73,1,3,8,type2,2,1,-0.1048,-1.615,2,4,7,3,0.1138
Resource 2369,M,35,3,Single,Franklin,IT,Analytical,7,4,53,0,5,5,type2,2,3,0.7516,-0.4537,2,2,8,3,0.5311
Resource 2370,M,19,5,Married,Franklin,Logistics,Behavioral,0,0,47,1,2,4,type2,1,3,0.7516,-0.4537,2,2,8,5,0.0402
Resource 2371,M,30,5,Single,Franklin,Accounting and Finance,Directive,7,2,50,0,3,5,type2,2,3,0.7516,0.7075,2,3,5,4,0.1714
Resource 2372,F,19,3,Single,Franklin,Purchasing,Behavioral,0,0,41,1,1,5,type2,1,3,-1.8176,-0.4537,2,2,9,5,0.0415
Resource 2373,F,36,2,Single,Lebanon,Operarions,Conceptual,7,4,44,0,3,9,type2,1,3,-0.1048,0.7075,2,5,5,5,0.0924
Resource 2374,F,39,1,Married,Franklin,Purchasing,Directive,11,3,59,2,1,8,type2,3,3,-0.1048,1.8688,1,2,6,3,0.0632
Resource 2375,M,30,2,Married,Lebanon,R&D,Directive,6,2,41,2,4,5,type3,3,4,,0.7075,,2,7,3,0.1229
Resource 2376,M,51,3,Married,Franklin,Production,Behavioral,21,3,67,2,5,5,type2,1,1,-1.8176,-0.4537,2,4,7,3,0.1032
Resource 2377,M,52,5,Married,Franklin,Logistics,Analytical,26,2,51,1,3,7,type2,1,1,-0.9612,1.8688,3,4,5,3,0.2395
Resource 2378,M,63,4,Married,Franklin,Production,Conceptual,30,2,38,1,2,4,type4,1,3,0.7516,-0.4537,1,2,8,3,0.0717
Resource 2379,M,25,4,Single,Franklin,Human Resource Management,Analytical,6,1,27,0,1,9,type2,2,3,-1.8176,-2.7762,1,3,7,5,0.2736
Resource 2380,F,31,5,Single,Lebanon,Logistics,Conceptual,3,2,55,0,3,2,type2,2,3,-1.8176,-1.615,3,2,8,3,0.0386
Resource 2381,F,51,3,Married,Lebanon,Sales,Behavioral,26,4,65,1,2,7,type3,4,4,-0.9612,0.7075,2,1,9,3,0.1708
Resource 2382,F,30,3,Married,Lebanon,Marketing,Conceptual,8,4,73,1,1,8,type2,3,3,-0.1048,-0.4537,2,3,9,3,0.1726
Resource 2383,M,42,2,Single,Lebanon,Security,Behavioral,16,3,23,1,1,8,type2,4,3,0.7516,1.8688,2,2,8,4,0.1857
Resource 2384,M,49,4,Single,Lebanon,Operarions,Conceptual,13,1,47,2,1,6,type0,5,3,-0.9612,-0.4537,1,4,7,4,0.8261
Resource 2385,F,51,4,Married,Franklin,Operarions,Directive,25,4,20,0,5,4,type3,2,3,,-0.4537,,2,8,4,0.4779
